316.,433.5,338.,350.
2133.,354.,1824.,614.5
338.,350.,394.,865.5
338.,350.,336.,326.
2217.5,449.,2113.5,511.5
338.5,306.5,328.5,307.
338.5,306.5,340.5,302.
338.5,306.5,336.,326.
322.5,277.5,323.5,294.
322.5,277.5,331.5,286.
322.5,277.5,1824.,614.5
331.5,286.,323.5,294.
331.5,286.,340.5,302.
336.,326.,328.5,307.
340.5,302.,370.,294.
2212.5,807.,2199.5,737.
1963.5,621.5,2199.5,737.
1963.5,621.5,2113.5,511.5
1963.5,621.5,1824.,614.5
2264.5,771.5,2199.5,737.
2113.5,511.5,2091.,385.
328.5,307.,323.5,294.
