eliminados,order_lcc,length_lcc,num_cc,a2tr_list
0,280,79948.64398894708,1,1.0
1,279,79842.60154461463,2,0.9928571428571429
2,278,79398.28352787436,3,0.9857398873527906
3,277,79371.71286736318,4,0.9786482334869432
4,276,79330.13763435121,5,0.9715821812596006
5,276,79165.54039865146,5,0.9715821812596006
6,275,79161.41729302584,6,0.9645417306707629
7,274,78970.06878898152,7,0.9575268817204301
8,267,77689.85193585342,8,0.9096774193548387
9,266,77349.20072126585,9,0.9028673835125448
10,265,77335.4711910481,10,0.8960829493087558
11,258,75110.0293591105,11,0.8498463901689708
12,255,74562.52012105004,12,0.8302611367127496
13,254,74209.21288930973,13,0.8237583205325141
14,253,74161.02056626964,14,0.8172811059907834
15,252,74078.51450588617,15,0.8108294930875576
16,237,70157.16079628775,16,0.719815668202765
17,237,69793.79974994402,16,0.719815668202765
18,237,69789.76862106987,16,0.719815668202765
19,236,68887.10893990539,17,0.713773681515617
20,236,68861.10893990539,17,0.713773681515617
21,233,68425.42955237863,18,0.6958781362007168
22,232,68294.29221978414,19,0.6899385560675884
23,232,68080.34304357634,19,0.6899385560675884
24,231,67916.50013100456,20,0.6840245775729646
25,230,67787.03198820488,21,0.6781362007168459
26,226,65916.16983401973,22,0.6549923195084485
27,214,63809.07907649298,23,0.589247311827957
28,214,63809.07907649298,24,0.5885816692268305
29,214,63809.07907649298,25,0.5882744495647722
30,214,63288.340178387596,25,0.5882744495647722
31,211,62542.46765700065,26,0.572068612391193
32,211,62432.894621996595,26,0.572068612391193
33,176,51604.75757698696,27,0.41436251920122885
34,176,51604.75757698696,28,0.41349206349206347
35,175,51242.033163692235,29,0.40901177675371225
36,175,51242.033163692235,30,0.40849974398361494
37,172,50665.24519914166,31,0.39528929851510497
38,172,50665.24519914166,31,0.39528929851510497
39,161,46049.6800681654,32,0.3499487967229903
40,161,46049.6800681654,33,0.34831029185867896
41,161,46049.6800681654,34,0.3467741935483871
42,147,42376.91915664662,35,0.2940860215053763
43,147,42376.91915664662,36,0.29393241167434714
44,143,40142.88230980674,37,0.2792882744495648
45,142,39899.594414505715,38,0.27565284178187405
46,141,39816.40487189368,39,0.27204301075268816
47,140,39796.87924770392,40,0.2684587813620072
48,140,39796.87924770392,41,0.2683819764464926
49,140,39796.87924770392,42,0.26825396825396824
50,140,39796.87924770392,43,0.2641321044546851
51,140,39796.87924770392,44,0.2635688684075781
52,139,39697.31770894523,45,0.26001024065540196
53,139,39697.31770894523,46,0.2599590373783922
54,139,39697.31770894523,47,0.2595494111623144
55,138,39572.71333502521,48,0.2560163850486431
56,138,39572.71333502521,49,0.25599078341013826
57,137,39179.91313135928,50,0.2524833589349718
58,123,32802.11899787277,51,0.2083973374295955
59,122,31410.70056691823,52,0.20527393753200204
60,122,31410.70056691823,53,0.2050179211469534
61,109,26604.214953104278,54,0.16874039938556068
62,108,25655.001462892513,55,0.16597542242703534
63,107,24784.307917493214,56,0.16323604710701484
64,107,24784.307917493214,57,0.16239119303635433
65,65,16756.533116712053,58,0.09249871991807476
66,64,16611.61762409653,59,0.09086021505376345
67,64,16611.61762409653,60,0.09080901177675371
68,64,16611.61762409653,61,0.09075780849974398
69,64,16611.61762409653,62,0.09050179211469533
70,64,16611.61762409653,63,0.08996415770609319
