787,4450.5,659,4109
787,4450.5,1593,4775.5
787,4450.5,954.5,4855.5
-4662.5,-4209,-4657,-4211
2656,-2599,2602.5,-3000.5
2656,-2599,2610.5,-2602.5
2656,-2599,2679,-2468.5
-4067.5,-4663,-4093.5,-4677.5
3648.5,-4292,3913,-4310.5
-2663,-3682.5,-2892.5,-3238.5
-2663,-3682.5,-2655.5,-3680.5
-2663,-3682.5,-2174.5,-4420
1286.5,-684.5,1376.5,-680
1286.5,-684.5,1285.5,-601
1286.5,-684.5,1201,-717
519.5,5405.5,60.5,5221.5
519.5,5405.5,778,5251
519.5,5405.5,707,5506
2487,-5323.5,2771.5,-5170
-1439,-3899,-1428.5,-3439.5
3967.5,-4219.5,4369.5,-4591
3967.5,-4219.5,4019,-3838.5
3967.5,-4219.5,3913,-4310.5
828.5,5600.5,828,5598
828.5,5600.5,658.5,5926.5
828.5,5600.5,1136,5840.5
-1205.5,-4148,-1203.5,-4095.5
-839,-2841,-863,-2849
-839,-2841,-822,-2855.5
-839,-2841,-851,-2691
-934.5,-3195,-932.5,-2682.5
-934.5,-3195,-910,-3402.5
-934.5,-3195,-1011,-3243
-266,-595.5,-335,-572
2860,2077,2808.5,2178
2860,2077,3032.5,2277.5
2860,2077,2662,1956.5
-910,-3402.5,-906,-3451.5
-910,-3402.5,-932,-3440
-1011,-3243,-1346.5,-3129
-1011,-3243,-997.5,-3275.5
920,1163,916.5,1121
-628.5,203,-599,148.5
-628.5,203,-809.5,183.5
-628.5,203,-628.5,231.5
-927,-3966,-880,-3933
-102.5,4864.5,-7,5110
-102.5,4864.5,-177.5,4713
-102.5,4864.5,433.5,4965.5
-4378,-6213.5,-4535.5,-6187
-5786.5,-3970,-5725,-3949.5
-5786.5,-3970,-6081.5,-4060.5
-5786.5,-3970,-5818,-3900.5
-896.5,3245.5,-917,3185.5
-896.5,3245.5,346.5,3050
-896.5,3245.5,-897.5,3249.5
-2490,-2418,-2559,-2367.5
-2490,-2418,-2482.5,-2410
-2490,-2418,-2249.5,-2733
-1181,-2242,-1188,-2302
-1181,-2242,-1165,-2248
-1181,-2242,-1358,-2002.5
-1329,-4281.5,-1320,-4292.5
-4514.5,-2075,-4508.5,-2209
979.5,-3008,901,-3446
979.5,-3008,1140.5,-3147.5
979.5,-3008,1372.5,-1301
-7,5110,60.5,5221.5
-7,5110,-22.5,5118
-1381,-4288.5,-2725.5,-2924
-1381,-4288.5,-1383.5,-4434.5
-1381,-4288.5,-1349.5,-4313.5
