-1692,296,-1680,292
-1692,296,-1693,302
-1692,296,-1777,273
1437,192,1443,215
1667,773,1623,379
2075,1054,2112,846
0,0,316,-16
0,0,-32,-204
0,0,-528,306
408,177,316,-16
408,177,410,175
408,177,538,1024
-1533,-143,-1595,342
-2056,365,-2018,430
-2056,365,-2029,342
-2056,365,-3117,512
-2099,233,-2029,342
-3175,681,-3169,523
-3175,681,-3164,685
-3175,681,-3320,1163
-1684,277,-1680,292
-1446,444,-1040,-291
-1446,444,-1122,580
-1446,444,-1502,409
-149,-1372,-104,-701
-4498,131,-4298,548
-3301,1169,-3303,1165
-1697,451,-1632,335
-4118,578,-4298,548
-4118,578,-3825,612
-4118,578,-4399,1161
-1835,173,-1829,270
2131,431,1800,510
-655,209,-573,255
-655,209,-653,202
-655,209,-1008,442
-4298,548,-4587,558
1226,573,1226,368
-3117,512,-3120,-274
-3117,512,-3169,523
-3169,523,-3825,612
1800,510,1623,379
1800,510,1877,602
-1502,409,-1595,342
-1502,409,-1316,-10
1443,215,1688,70
1443,215,1389,266
842,-5,1264,188
842,-5,316,-16
842,-5,1701,-886
1264,188,1226,368
1264,188,1389,266
-73,-716,-104,-701
-4128,-94,-3825,612
1389,266,1623,379
-1680,292,-1632,335
-2029,342,-1829,270
1219,365,1226,368
-820,547,-882,569
-820,547,-528,306
-820,547,-730,749
-573,255,-575,229
-573,255,-528,306
1877,602,2112,846
1877,602,1753,792
-1117,287,-1122,580
-1762,236,-1777,273
-1122,580,-933,582
-5158,521,-5032,556
-5032,556,-4587,558
-5032,556,-5039,526
-3469,1385,-3320,1163
-32,-204,-107,-199
-32,-204,-104,-701
-882,569,-889,522
-882,569,-933,582
-933,582,-967,481
-1632,335,-1595,342
-1829,270,-1777,273
2502,986,2112,846
-4587,558,-4594,680
-3303,1165,-3297,1157
-3303,1165,-3320,1163
